,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,subway,tram,bus,railway,public_transport,PublicTraffic,What
6993,48.1201148,11.5407634,Margaretenplatz,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
891,48.1397399,11.5871872,Maria Gandl,limited,,Restaurant,"Su off, Mo-Sa 09:00-01:00",,,https://www.gandl.de/,,,,,,,,,Restaurant
3447,48.1377002,11.5993168,Maria Heil der Kranken,yes,,Place of Worship,,,,,,,,,,,,,Place of Worship
715,48.138514,11.445079,Maria-Eich-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-12:30, 14:30-18:30, Sa 08:00-12:30",,,https://www.mariaeich-apotheke-app.de/,,,,,,,,,Pharmacy
1095,48.1240964,11.5812967,Mariahilfplatz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1188,48.1332061,11.5587842,Mariandl,limited,,Restaurant,09:00-01:00,Hotel,,https://www.mariandl.com/,,,,,,,,,"Restaurant,Hotel"
4092,48.1359351,11.5863477,Mariannenhof,limited,,Restaurant,"PH,Su-Fr 11:30-01:00, Sa 15:00-01:00",,,https://mariannenhof-bar.de/,,,,,,,,,Restaurant
1186,48.1336954,11.5652632,Marien Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:30, Sa 08:30-14:00",,,https://www.marien-apotheke-muenchen.de/,,,,,,,,,Pharmacy
1160,48.147093,11.6433025,Marienburger Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4947,48.1394412,11.5753716,Marienplatz (Theatinerstraße),yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
6073,48.0774384,11.5199689,Marienstern Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
1845,48.137235,11.5755354,Mariensäule,yes,,,,Attraction,,,,,,,,,,,Attraction
641,48.1114024,11.6739853,Markgrafenstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
9834,48.1379507,11.551461,Marmaris,limited,,Restaurant,"Mo-Fr 11:00-23:00, Sa 10:00-01:00, Su 14:00-24:00",,,,Turkish,no,,,,,,,Restaurant
1916,48.1745444,11.5926656,Marriott München,yes,Tolles Hotel !,,,Hotel,,https://www.marriott.de/hotels/maps/travel/mucno-munich-marriott-hotel/,,,,,,,,,Hotel
3437,48.128963,11.5845633,Mars,yes,,,,Artwork,,,,,,,,,,,Artwork
2587,48.1572994,11.467059,Marsopstraße,yes,,,,,,https://www.mvv-muenchen.de/,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
955,48.1450646,11.5418282,Marsstraße,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
980,48.1565946,11.5044675,Marstallmuseum Nymphenburg,limited,,,,Museum,,,,,,,,,,,Museum
12488,48.1702803,11.5870348,Marta Trattoria & Bar,yes,,Restaurant,"Mo-Fr 11:30-15:00,17:00-01:00, Sa 17:00-01:00, Su 17:00-24:00",,,https://marta.restaurant,Italian,,,,,,,,Restaurant
3830,48.1407078,11.6819745,Martin-Empl-Ring,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
5205,48.1553495,11.6372668,Martinelli,limited,,Restaurant,"Mo-Sa 12:00-14:30, 18:30-23:00",,,,Italian,,,,,,,,Restaurant
2517,48.099992,11.5277295,Mary's Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-19:00",,,https://obersendling.marys-apotheke.de,,,,,,,,,Pharmacy
7829,48.1148493,11.4786665,Mary's Apotheke Großhadern,yes,,Pharmacy,"Mo-Fr 09:00-19:00, Sa 09:00-14:00",,,https://grosshadern.marys-apotheke.de,,,,,,,,,Pharmacy
7722,48.0925937,11.5308112,Mary's Apotheke Südseite,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,https://suedseite.marys-apotheke.de/,,,,,,,,,Pharmacy
5507,48.15708,11.58387,Masquerade,limited,"Großteil des Außenbereichs nicht befahrbar,kein Rolli-WC. Großer Innenbereich und Bar problemlos.",Restaurant,closed,,,,,,,,,,,,Restaurant
6080,48.1390313,11.5643026,Mathäser Filmpalast,yes,,Cinema,Mo-Su 09:00-23:30,,,https://www.mathaeser.de/mm,,Fully Wheelchair Accessible,,,,,,,Cinema
5968,48.1488139,11.6002424,Mauerkircherstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
9775,48.1340002,11.5666078,Max Beef Noodles,limited,,Restaurant,"Mo-Su 11:30-15:00, Mo-Su 17:00-21:30",,,https://www.max-noodles.de/,"Chinese,Noodle",no,,,,,,,Restaurant
8493,48.187421,11.5971727,Max-Bill-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
198,48.1356602,11.5984748,Max-Weber-Platz,limited,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
4943,48.1343557,11.5979598,Max-Weber-Platz (Johannisplatz),yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1728,48.1343945,11.5978062,Max-Weber-Platz-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,https://www.mwp-apo.de/,,,,,,,,,Pharmacy
11995,48.186756,11.5928576,Maximahl,yes,,Restaurant,"Mo,Tu 10:00-15:00, We-Fr 10:00-18:00, Su off || ""vor und nach Veranstaltungen der Kulturbühne""",,,https://www.horizont-domagkpark.org/restaurant/,,,,,,,,,Restaurant
4945,48.1360161,11.5960551,Maximilianeum,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1,48.1376614,11.5878234,Maxmonument,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
4193,48.148328,11.5741992,Maxvorstadt/Sammlung Brandhorst,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2888,48.1922687,11.5846994,McCafé,limited,kein WC,Cafe,"Mo-Sa 00:00-05:00,06:00-24:00, Su 00:00-07:00,08:00-24:00",,,,Coffee Shop,,,,,,,,Cafe
71,48.192264,11.584578,McDonald's,limited,kein WC,Fast Food,"Mo-Sa 00:00-05:00,06:00-24:00, Su 00:00-07:00,08:00-24:00",,,,Burger,Fully Wheelchair Accessible,,,,,,,Fast Food
6834,48.1305977,11.6071296,Meandros,limited,,Pub,,,,,,,,,,,,,Pub
9779,48.1254734,11.5611269,Meat in Bun,limited,,Restaurant,"Mo-Th 12:00-22:00, Fr-Su 12:00-23:00",,,,Burger,,,,,,,,Restaurant
9609,48.09421,11.5237379,MediCenter Obersendling,yes,,Doctors,,,,,,,,,,,,,Doctors
1886,48.1361024,11.6135895,Media Markt,yes,,Parking,"Mo-Sa 07:00-23:00, PH,Su off",,,,,,,,,,,,Parking
4525,48.1497998,11.5482291,Medici,yes,,Restaurant,"Mo-Su 11:30-14:30, 18:00-22:30",,,https://www.medici-ristorante.de/,Italian,,,,,,,,Restaurant
13356,48.1357036,11.5754687,Medicover München MVZ,yes,,Clinic,"Mo-Th 08:00-18:00, Fr 08:00-13:00, Sa,Su,PH off",,,https://www.medicover.de/de/facilities/medicover-muenchen-mvz/about,,,,,,,,,Clinic
2953,48.1411659,11.5581419,Mediterrano,yes,,Canteen,"Mo-Fr 06:15-20:00, Sa 06:30-20:00, Su 07:00-20:00",,,,,,,,,,,,Canteen
1189,48.133499,11.5581371,Medizinische Lesehalle,limited,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00, PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/0700/index.html,,Fully Wheelchair Accessible,,,,,,,Library
13394,48.0997503,11.6329791,Medizinisches Versorgungszentrum Ottobrunn,yes,,Doctors,,,,,,,,,,,,,Doctors
4455,48.1117248,11.5508109,Mehmann,limited,,Restaurant,"Mo-Su 11:30-14:30, 17:30-23:00",,,https://www.restaurant-mehmaan.de/,Indian,,,,,,,,Restaurant
6016,48.1263572,11.6443376,Meiersche Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:30-17:00",,,,,,,,,,,,Pharmacy
9785,48.1396309,11.5448334,Meininger München,limited,,,,Hostel,,,,,,,,,,,Hostel
10865,48.0721793,11.5194856,Melchiorstraße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
1686,48.1534351,11.6413111,Memeler Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3985,48.1289008,11.4938982,Menaristraße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
6255,48.1415708,11.4506911,Mensa Pasing,limited,,Canteen,,,,https://www.studentenwerk-muenchen.de/mensa/standorte-und-oeffnungszeiten/pasing/,,,,,,,,,Canteen
979,48.1602752,11.5038365,Mensch und Natur,yes,,,"Tu-Fr 09:00-17:00, Th 09:00-20:00, Sa,Su,PH 10:00-18:00",Museum,,,,Fully Wheelchair Accessible,,,,,,,Museum
2387,48.1649131,11.4679767,Menzinger Apotheke,yes,,Pharmacy,,,,,,,,,,,,,Pharmacy
8554,48.1713479,11.4804943,Menzingers,yes,,Restaurant,Mo-Su 11:30-23:30,,,,,Fully Wheelchair Accessible,,,,,,,Restaurant
1923,48.166558,11.5865483,Mercure München-Schwabing,limited,,,,Hotel,,https://mercure.accor.com/de/deutschland/index.shtml,,,,,,,,,Hotel
3440,48.1298938,11.5842589,Merkur,yes,,,,Artwork,,,,,,,,,,,Artwork
6222,48.1333782,11.7034068,Messestadt Ost,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
2063,48.1334631,11.6893533,Messestadt West,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
13059,48.1141709,11.6594977,Metzgerei Wimberger,yes,,Marketplace,"Th-Fr 07:00-18:00, Sa 07:00-12:00, PH closed",,,,,,,,,,,,Marketplace
8016,48.1193894,11.5825071,Mex,yes,,Restaurant,,,,,,,,,,,,,Restaurant
10821,48.1634581,11.5026448,Mexikohaus,yes,,,,Attraction,,,,,,,,,,,Attraction
1350,48.1362595,11.5744496,Meyerbeer Coffee,yes,,Cafe,"Mo-Fr 07:30-20:00, Sa 08:00-20:00, Su 10:00-20:00",,,,,no,,,,,,,Cafe
871,48.1403943,11.5909872,Mezza Via,yes,,Restaurant,"Mo-Th 11:30-15:00,18:00-24:00, Fr 11:30-15:00,18:00-02:00, Sa 15:30-02:00",,,https://www.mezzavia.de/,Italian,,,,,,,,Restaurant
9843,48.1496553,11.6197533,Mi Li Fu,yes,,Restaurant,,,,,Asian,no,,,,,,,Restaurant
3377,48.1980286,11.5345825,"Michael Achatz,Andreas Heigert,Orest Marko Mialkowskyi",limited,,Doctors,"Mo, We, Th 08:00-12:00, 15:30-18:30, Tu,Fr 08:00-12:00",,,,,,,,,,,,Doctors
34,48.1183485,11.6318229,Michaelibad,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
9991,48.1474747,11.5775423,Micheko Galerie,yes,,,"Tu-Fr 14:00-19:00, Sa 11:00-15:00, PH off",Gallery,,,,,,,,,,,Gallery
543,48.1545839,11.5614767,Michel,limited,,Cafe,"Mo-Su,PH 05:30-18:30",,,,,,,,,,,,Cafe
44,48.1809043,11.5731525,Milbertshofen,yes,,,,,,,,no,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
11311,48.1182992,11.6102545,Milchreise,limited,,Fast Food,"Mo-Fr 10:30-19:00, Sa 11:00-17:00, PH off",,,https://milchreise.com/,,,,,,,,,Fast Food
3886,48.1364835,11.5372244,Mille Miglia,limited,,Restaurant,"Mo-Th 11:00-14:30, 17:30-23:00, Su 17:00-23:00, Fr 11:00-14:30, 17:30-23:30, Sa 17:00-23:30",,,,Italian,,,,,,,,Restaurant
13319,48.137559,11.5625661,Millenium,limited,,Restaurant,"Su-We 11:00-02:00, Th-Fr 11:00-03:00, Sa 14:30-02:00",,,http://www.cafe-millennium.de,"Burger,American,Pasta,Italian",,,,,,,,Restaurant
4852,48.1862764,11.5765664,Minerva Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:00, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
12422,48.1619596,11.5689803,Minimis Coffeehouse,yes,,Cafe,"Mo-Fr 07:00-19:00, Sa 08:00-19:00, Su closed",,,,,,,,,,,,Cafe
10683,48.1470447,11.5695824,Minna Thiel,limited,,Bar,,,,,,,,,,,,,Bar
7286,48.1495727,11.5709184,Miracolo,yes,,,,Artwork,,,,no,,,,,,,Artwork
10717,48.1202656,11.5740464,Miss Lilly's,limited,,Restaurant,Mo-Su 09:00-17:00,,,https://www.misslillys.de/,,Fully Wheelchair Accessible,,,,,,,Restaurant
296,48.1268567,11.594068,Mitani,limited,,Restaurant,Tu-Sa 18:00-23:00,,,,Japanese,,,,,,,,Restaurant
8656,48.1367698,11.4860131,Mitterfeldstraße,yes,,,,,,,,no,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7982,48.1077964,11.536379,Mittersendling,yes,Lift vorhanden,,,,,,,no,,,,Train Station,station,Train Station,Train Station
11733,48.1404586,11.5182691,Mixkultur,yes,,Bar,,,,https://www.cocktail-kurse.com/,,,,,,,,,Bar
6649,48.1320916,11.564288,Mixto,limited,"Toilette nur über steile Treppe erreichbar, nicht für Rollstuhlfahrer geeignet. Aber über das Carat Hotel nebenan ist eine Behindertentoilette erreichbar.",Cafe,Mo-Sa 17:30-22:30,,,,Italian,,,,,,,,Cafe
1176,48.2150182,11.5308501,Mocho Apotheke,yes,,Pharmacy,"Mo 08:00-19:00, Tu-We 08:00-18:30, Th 08:00-19:00,Fr 08:00-18:30, Sa 08:30- 13:00",,,https://mocho-apotheke.jimdo.com,,,,,,,,,Pharmacy
935,48.1937898,11.6184386,Mohr-Villa,yes,,Arts Centre,"We,Th 11:00-15:00",,,https://www.mohr-villa.de/,,,,,,,,,Arts Centre
6145,48.10173,11.6279362,Mohrhof Hofcafé,yes,,Cafe,Mo-Sa 08:00-19:00,,,,,,,,,,,,Cafe
12463,48.1605908,11.5863174,Mon Ami,limited,,Bar,"Su-Th 14:00-02:00, Fr,Sa 14:00-03:00",,,,,,,,,,,,Bar
11686,48.1123885,11.575942,Monachi Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
5711,48.1328243,11.5760051,Monaco,limited,,Restaurant,Mo-Su 11:30-23:30,,,,Italian,no,,,,,,,Restaurant
7185,48.134888,11.5709875,Mongo's,limited,,Restaurant,"Mo-Sa 17:00-01:00, Su 11:30-16:00, 17:00-00:00",,,https://www.mongos.de/,Mongolian,no,,,,,,,Restaurant
5687,48.1624467,11.5635127,Monopol,limited,,Cinema,,,,https://www.monopol-kino.de/,,,,,,,,,Cinema
10144,48.1390699,11.5596055,Montana,yes,,Restaurant,,,,,Kebab,,,,,,,,Restaurant
6867,48.1634722,11.4964605,Moor,yes,,,,Attraction,,,,,,,,,,,Attraction
7975,48.1801657,11.5061222,Moosach,yes,,,,,,,,,,,,Train Station,station,Train Station,Train Station
8568,48.1804955,11.5073096,Moosach Bahnhof,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1408,48.1804733,11.5074549,Moosach Bf,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
8382,48.1818348,11.5188145,Moosacher Sankt-Martins-Platz,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
6224,48.1307719,11.670984,Moosfeld,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
11741,48.1207544,11.5766852,Morgana,yes,,Cafe,,,,,,no,,,,,,,Cafe
4178,48.1309985,11.6167202,Morgenland Falafel House,limited,,Fast Food,"Mo-Fr 8:00-20:00, Sa 10:00-20:00, PH,Su off",,,https://morgenland-falafel-house-baklawa-house.business.site/,Kebab,,,,,,,,Fast Food
2554,48.1579842,11.5719807,Morso 2,limited,,Cafe,ist noch nicht geöffnet,,,http://morso-cafe.de/,Italian,,,,,,,,Cafe
12127,48.1325077,11.6903079,Motel One,yes,,,,Hotel,,,,,,,,,,,Hotel
6045,48.1093117,11.5794383,Motel One München-Campus,yes,,,,Hotel,,https://www.motel-one.com/de/hotels/muenchen/hotel-muenchen-campus/,,Fully Wheelchair Accessible,,,,,,,Hotel
1402,48.1301364,11.5894509,Motorama,yes,,Parking,,,,,,,,,,,,,Parking
1131,48.1543136,11.5093952,Mozzamo,limited,,Restaurant,"Mo off, Tu-Su 12:00-23:30",,,https://mozzamo.de/restaurants/,Italian,no,,,,,,,Restaurant
7557,48.1334379,11.595917,Mr. Baker's Coffeehouse,limited,,Cafe,"Mo-Fr 07:30-18:30, Sa-Su 10:00-18:30",,,https://www.mrbakers.de/,,,,,,,,,Cafe
6761,48.1515015,11.5765984,Mr. Ben,yes,,Cafe,"Mo-Fr 07:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,Cafe
1004,48.1297725,11.630861,Mr. HAI,yes,,Restaurant,"Su-Fr 11:00-15:00,17:00-22:00, Sa 17:00-22:00",,,,Asian,no,,,,,,,Restaurant
4104,48.133,11.5896875,Muffatcafe,yes,,Bar,,,,,,Fully Wheelchair Accessible,,,,,,,Bar
6722,48.1554136,11.5347894,Muffins 'n' More,yes,,Pub,"We-Su 15:07-23:00, Tu 17:07-23:00",,,,,,,,,,,,Pub
79,48.1310014,11.5605247,"Mund-, Kiefer-, Gesichtschirurgie",limited,,Hospital,,,,https://www.lmu-klinikum.de/,,,,,,,,,Hospital
7993,48.1625826,11.5778516,Munich Rooms,limited,,,,Hotel,,https://www.mucrooms.de/,,,,,,,,,Hotel
8021,48.1382088,11.5396619,Munzur,limited,,Restaurant,Mo-Su 12:00-01:00,,,,,,,,,,,,Restaurant
9671,48.1238308,11.6127644,Muro's Store,yes,,Post Office,"Mo-Fr 08:00-18:00, Sa 09:00-13:00, PH,Su off",,,,,no,,,,,,,Post Office
310,48.1481129,11.572363,Museum Mineralogia München,limited,,,"Tu-Su,PH 13:00-17:00",Museum,,,,,,,,,,,Museum
7958,48.1446864,11.5667305,Museum für Abgüsse klassischer Bildwerke,yes,,,"Mo,We,Fr 10:00-18:00,Tu,Th 10:00-20:00",Museum,,https://www.abgussmuseum.de/,,,,,,,,,Museum
12610,48.2012511,11.5474538,Musikschule Bilan,yes,,Music School,,,,http://musikschule-bilan.de,,,,,,,,,Music School
3967,48.1218504,11.5397814,Mutabor,yes,,Clinic,,,,https://www.mutabor.org/,,,,,,,,,Clinic
195,48.1266395,11.638634,Mutschellestraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
3834,48.1295437,11.6996461,Mutter-Teresa-Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3035,48.1829491,11.5327821,My Indigo,yes,,Fast Food,Mo-Sa 09:30-20:00,,,,Asian,,,,,,,,Fast Food
4153,48.1272412,11.5024775,My Stolz - The Burger Boss,limited,,Restaurant,Mo-Su 17:00-22:45,,,https://mystolz.com/,Burger,,,,,,,,Restaurant
592,48.1092785,11.5383333,Mykonos,limited,,Restaurant,"Mo-Su,PH 17:30-24:00, Su-Fr,PH 11:30-14:30",,,http://mykonos-sendling.com/,Greek,,,,,,,,Restaurant
1548,48.1112534,11.5484514,Myra,limited,,Restaurant,"Mo-Fr 17:00-01:00, Sa 11:00-01:00, PH,Su 10:00-01:00",,,,Turkish,,,,,,,,Restaurant
10969,48.1126829,11.5484152,Mytom,yes,,Restaurant,"Jan-Dec: Mo-Fr,Su 11:00-22:00",,,,Asian,,,,,,,,Restaurant
4211,48.1156469,11.6602188,Mönchbergstraße,limited,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
5115,48.1266816,11.6136245,Mühldorfstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
5645,48.1517098,11.5807747,Müller Bäckerei,yes,kleine Schwelle.- Innen und außen anfahrbare Tische.- Kein WC,Cafe,,,,,,,,,,,,,Cafe
5822,48.131179,11.5712192,Müllerstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
7864,48.1408434,11.5552964,München Hauptbahnhof,yes,,,,,,,,Fully Wheelchair Accessible,,,,Train Station,station,Train Station,Train Station
9184,48.1415328,11.5556199,München Hbf Gleis 27-36,limited,,,,,,,,,,,,Train Station,station,Train Station,Train Station
9185,48.1401469,11.5531625,München Hbf Gleis 5-10,yes,,,,,,,,,,,,Train Station,station,Train Station,Train Station
11060,48.1429785,11.5506182,München ZOB,limited,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
3256,48.1357439,11.5767803,Münchens kleinste Gaststätte,limited,,Fast Food,"Mo-Fr 10:00-22:00, Sa 10:00-20:00",,,https://muenchenskleinstegaststaette.de/,Regional,,,,,,,,Fast Food
5971,48.1209382,11.6042884,Münchenstift St. Maria,yes,,Social Facility,,,,https://www.muenchenstift.de/de/haeuser/pflegeheime/ramersdorf.html,,Fully Wheelchair Accessible,,,,,,,Social Facility
11950,48.12983,11.5595892,Münchner Aidshilfe,yes,,Social Facility,"Mo,Tu,We 10:00-12:00,13:00-16:00, Th 13:00-16:00, Fr 10:00-12:00",,,https://www.muenchner-aidshilfe.de,,,,,,,,,Social Facility
629,48.1484333,11.4617163,Münchner Bank,yes,,Bank,Mo-Fr 09:00-12:30,,yes,https://www.muenchner-bank.de/wir-fuer-sie/filialen-ansprechpartner/filialen1/uebersicht-filialen/filiale-pasing.html,,,,,,,,,Bank
3251,48.1354354,11.5764904,Münchner Bier,yes,,Pub,,,,https://www.viktualienmarkt-muenchen.de/biergarten/,,Fully Wheelchair Accessible,,,,,,,Pub
7555,48.1587024,11.5746374,Münchner Boulangerie,limited,,Cafe,"Mo-Fr 07:00-18:00, Sa,Su 08:00-18:00",,,,French,,,,,,,,Cafe
3061,48.1623953,11.5866102,Münchner Freiheit,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1059,48.1406124,11.5838361,Münchner Hypothekenbank EG,limited,,Bank,,,no,https://www.muenchenerhyp.de/de,,,,,,,,,Bank
1071,48.138404,11.58247,Münchner Kammerspiele,limited,,Theatre,,,,,,,,,,,,,Theatre
8309,48.1437963,11.4235988,Münchner Kindl Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-13:00",,,https://www.mkapo.de/,,,,,,,,,Pharmacy
1094,48.129588,11.6221657,Münchner Stadtbibliothek Berg am Laim,yes,,Library,"Tu-Fr 10:00-19:00, Sa-Su 10:00-15:00",,,,,,,,,,,,Library
793,48.1516994,11.619826,Münchner Stadtbibliothek Bogenhausen,yes,,Library,"Mo,Tu,Th,Fr 10:00-19:00, We 14:00-19:00",,,,,,,,,,,,Library
6375,48.0958408,11.4945663,Münchner Stadtbibliothek Fürstenried,yes,,Library,"Tu-Fr 8:00-22:00, Sa 10:00-15:00, PH off",,,,,Fully Wheelchair Accessible,,,,,,,Library
1580,48.1142365,11.582225,Münchner Stadtbibliothek Giesing,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,Fully Wheelchair Accessible,,,,,,,Library
13334,48.111813,11.5537368,Münchner Stadtbibliothek HP8,yes,,Library,Mo-Su 07:00-23:00,,,https://www.muenchner-stadtbibliothek.de/stadtbibliothek-im-hp8,,,,,,,,,Library
3407,48.1185988,11.490761,Münchner Stadtbibliothek Hadern,yes,,Library,"Mo,Tu,Th,Fr 10:00-19:00, We 14:00-19:00",,,,,,,,,,,,Library
1246,48.125497,11.559648,Münchner Stadtbibliothek Isarvorstadt,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,,,,,,,,Library
7356,48.1364024,11.5034358,Münchner Stadtbibliothek Laim,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,Fully Wheelchair Accessible,,,,,,,Library
5944,48.151772,11.5648447,Münchner Stadtbibliothek Maxvorstadt,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,,,,,,,,Library
1647,48.1829878,11.5669535,Münchner Stadtbibliothek Milbertshofen,limited,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,,,,,,,,Library
186,48.1817693,11.5290142,Münchner Stadtbibliothek Moosach,yes,,Library,"Mo,Tu,Th,Fr 10:00-19:00, We 14:00-19:00",,,,,,,,,,,,Library
1938,48.1018265,11.6441307,Münchner Stadtbibliothek Neuperlach,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,,,,,,,,Library
1091,48.1176662,11.6146721,Münchner Stadtbibliothek Ramersdorf,yes,,Library,"Sa 10:00-15:00, Tu-Fr 10:00-19:00",,,,,,,,,,,,Library
4475,48.1597198,11.5836786,Münchner Stadtbibliothek Schwabing,yes,Zugang über Lift im Innenhof. Rollstuhlgerechtes WC vorhanden.,Library,"Mo,Tu,Th,Fr 10:00-19:00, We 14:00-19:00",,,,,,,,,,,,Library
249,48.1170783,11.5379376,Münchner Stadtbibliothek Sendling,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00",,,,,,,,,,,,Library
887,48.1122188,11.7065929,Münchner Stadtbibliothek Waldtrudering,yes,,Library,"Tu-Fr 10:00-19:00, Sa 10:00-15:00, PH off",,,,,,,,,,,,Library
9425,48.1364498,11.5448796,Münchner Stadtbibliothek Westend,yes,,Library,"Mo,Tu,Th,Fr 10:00-19:00, We 14:00-19:00",,,,,,,,,,,,Library
9963,48.1390679,11.5593145,Münchner Stubn,yes,,Restaurant,"Fr-Sa 11:00-04:00, Su-Th 11:00-01:00",,,https://www.muenchner-stubn.de/,Regional,,,,,,,,Restaurant
3638,48.1357845,11.572326,Münchner Suppenküche,yes,,Restaurant,Mo-Fr 10:00-15:00,,,https://muenchner-suppenkueche.de/,Soup,,,,,,,,Restaurant
11374,48.135351,11.5998193,Münchner Volkshochschule – Einstein 28,yes,,College,,,,https://www.mvhs.de/ueber-uns/standorte/stadtbereich-mitte,,,,,,,,,College
11964,48.1398208,11.5615855,NENI München,yes,,Restaurant,Mo-Su 07:00-23:00,,,https://www.nenimuenchen.de,,,,,,,,,Restaurant
2640,48.1114092,11.6181213,NH München City Süd,yes,,,,Hotel,,https://www.nh-hotels.com/hotel/nh-muenchen-city-sued,,,,,,,,,Hotel
1322,48.1810665,11.5871328,NO-26,limited,,Restaurant,,,,http://www.kleingartenverein-no26.de/gaststaette.html,,,,,,,,,Restaurant
7776,48.1414277,11.5627629,NY.Club,yes,,Nightclub,,,,https://www.nyclub.de/,,,,,,,,,Nightclub
13716,48.1236107,11.6170366,Nachbarschaftstreff Westerhamer Straße,yes,,Social Facility,,,,https://mags-muenchen.de/westerhamer-strasse-nachbarschaftstreff/,,no,,,,,,,Social Facility
9789,48.1118188,11.5856056,Nachbarschaftstreff am Walchenseeplatz,yes,,Social Facility,,,,https://s-balt.de/ueber-uns/nachbarschaftstreff-am-walchenseeplatz/,,Fully Wheelchair Accessible,,,,,,,Social Facility
13748,48.1379796,11.5645799,Nai Cha,yes,,Cafe,"Mo-Sa 11:30-22:00,Su,PH 12:00-22:00",,,,Bubble Tea,,,,,,,,Cafe
12829,48.1603979,11.5736661,Nam's Sushi,yes,,Restaurant,"Mo-Fr 11:00-23:00, Sa 16:00-23:00, Su 14:00-23:00, PH 14:00-23:00",,,,Sushi,,,,,,,,Restaurant
